Fecha,Information_Technology
23/03/2018,"1122,40"
26/03/2018,"1167,63"
27/03/2018,"1127,09"
28/03/2018,"1117,33"
29/03/2018,"1141,62"
02/04/2018,"1113,28"
03/04/2018,"1124,52"
04/04/2018,"1139,88"
05/04/2018,"1144,41"
06/04/2018,"1115,44"
09/04/2018,"1124,12"
10/04/2018,"1152,03"
11/04/2018,"1146,16"
12/04/2018,"1160,89"
13/04/2018,"1157,09"
16/04/2018,"1165,22"
17/04/2018,"1188,64"
18/04/2018,"1185,86"
19/04/2018,"1172,42"
20/04/2018,"1154,71"
23/04/2018,"1150,12"
24/04/2018,"1127,26"
25/04/2018,"1125,92"
26/04/2018,"1151,48"
27/04/2018,"1147,79"
30/04/2018,"1141,98"
01/05/2018,"1158,7"
02/05/2018,"1158,36"
03/05/2018,"1161,72"
04/05/2018,"1184,62"
07/05/2018,"1193,98"
08/05/2018,"1197,43"
09/05/2018,"1213,88"
10/05/2018,"1229,46"
11/05/2018,"1225,49"
14/05/2018,"1225,28"
15/05/2018,"1213,52"
16/05/2018,"1218,08"
17/05/2018,"1212,09"
18/05/2018,"1206,58"
21/05/2018,"1216,7"
22/05/2018,"1213,53"
23/05/2018,"1223,92"
24/05/2018,"1222,43"
25/05/2018,"1222,42"
29/05/2018,"1214,37"
30/05/2018,"1223,17"
31/05/2018,"1223,45"
01/06/2018,"1247,55"
04/06/2018,"1257,42"
05/06/2018,"1262,82"
06/06/2018,"1269,56"
07/06/2018,"1255,77"
08/06/2018,"1256,13"
11/06/2018,"1255,99"
12/06/2018,"1263,31"
13/06/2018,"1260,43"
14/06/2018,"1268,1"
15/06/2018,"1262,42"
18/06/2018,"1265,73"
19/06/2018,"1256,65"
20/06/2018,"1260,84"
21/06/2018,"1250,71"
22/06/2018,"1245,94"
25/06/2018,"1217,55"
26/06/2018,"1223,34"
27/06/2018,"1205,57"
28/06/2018,"1218,54"
29/06/2018,"1218,64"
02/07/2018,"1230,67"
03/07/2018,"1213,8"
05/07/2018,"1231,58"
06/07/2018,"1246,81"
09/07/2018,"1256,99"
10/07/2018,"1259,93"
11/07/2018,"1253,51"
12/07/2018,1276
13/07/2018,"1275,7"
16/07/2018,"1271,25"
17/07/2018,"1281,56"
18/07/2018,"1280,13"
19/07/2018,"1275,85"
20/07/2018,"1276,99"
23/07/2018,"1283,6"
24/07/2018,1290
25/07/2018,"1309,37"
26/07/2018,"1287,9"
27/07/2018,"1262,27"
30/07/2018,"1239,79"
31/07/2018,"1243,45"
01/08/2018,"1255,48"
02/08/2018,"1272,67"
03/08/2018,"1277,05"
06/08/2018,"1284,6"
07/08/2018,"1288,83"
08/08/2018,"1292,47"
09/08/2018,"1291,77"
10/08/2018,"1281,29"
13/08/2018,"1279,42"
14/08/2018,"1287,33"
15/08/2018,"1273,61"
16/08/2018,"1276,82"
17/08/2018,"1279,16"
20/08/2018,"1277,2"
21/08/2018,"1278,14"
22/08/2018,"1284,25"
23/08/2018,"1286,61"
24/08/2018,"1300,75"
27/08/2018,"1313,3"
28/08/2018,"1316,12"
29/08/2018,"1329,47"
30/08/2018,"1325,59"
31/08/2018,"1327,21"
04/09/2018,"1323,19"
05/09/2018,"1303,36"
06/09/2018,"1292,79"
07/09/2018,"1288,34"
10/09/2018,"1292,41"
11/09/2018,"1303,24"
12/09/2018,"1296,77"
13/09/2018,"1311,64"
14/09/2018,"1311,93"
17/09/2018,"1293,67"
18/09/2018,"1301,71"
19/09/2018,"1300,39"
20/09/2018,"1315,67"
21/09/2018,"1311,17"
24/09/2018,"1315,29"
25/09/2018,"1314,71"
26/09/2018,"1309,37"
27/09/2018,"1316,38"
28/09/2018,"1322,07"
01/10/2018,"1328,55"
02/10/2018,"1328,41"
03/10/2018,"1332,87"
04/10/2018,"1309,08"
05/10/2018,"1292,51"
08/10/2018,"1277,25"
09/10/2018,"1281,78"
10/10/2018,"1220,62"
11/10/2018,"1205,14"
12/10/2018,"1243,12"
15/10/2018,"1222,77"
16/10/2018,"1259,74"
17/10/2018,"1253,79"
18/10/2018,"1228,5"
19/10/2018,"1228,63"
22/10/2018,"1238,58"
23/10/2018,"1233,61"
24/10/2018,"1178,97"
25/10/2018,"1218,14"
26/10/2018,"1195,35"
29/10/2018,"1173,73"
30/10/2018,"1187,29"
31/10/2018,"1215,67"
01/11/2018,"1230,27"
02/11/2018,"1206,99"
05/11/2018,"1204,82"
06/11/2018,"1212,2"
07/11/2018,"1247,05"
08/11/2018,"1244,57"
09/11/2018,"1223,95"
12/11/2018,"1180,61"
13/11/2018,"1181,67"
14/11/2018,"1166,44"
15/11/2018,"1195,08"
16/11/2018,"1193,78"
19/11/2018,"1148,59"
20/11/2018,"1124,02"
21/11/2018,"1131,03"
23/11/2018,"1121,19"
26/11/2018,"1146,43"
27/11/2018,"1149,2"
28/11/2018,"1188,71"
29/11/2018,"1177,37"
30/11/2018,"1189,88"
03/12/2018,"1215,03"
04/12/2018,"1168,19"
06/12/2018,"1170,88"
07/12/2018,"1129,59"
10/12/2018,"1145,75"
11/12/2018,"1146,76"
12/12/2018,"1155,84"
13/12/2018,"1158,09"
14/12/2018,"1129,35"
17/12/2018,"1104,35"
18/12/2018,"1113,88"
19/12/2018,"1092,27"
20/12/2018,"1071,69"
21/12/2018,"1039,67"
24/12/2018,"1011,31"
26/12/2018,"1072,49"
27/12/2018,"1080,76"
28/12/2018,"1078,06"
31/12/2018,"1088,31"
02/01/2019,"1089,04"
03/01/2019,"1033,85"
04/01/2019,"1079,29"
07/01/2019,"1088,59"
08/01/2019,"1098,35"
09/01/2019,"1111,92"
10/01/2019,"1117,07"
11/01/2019,"1115,53"
14/01/2019,"1105,31"
15/01/2019,"1121,68"
16/01/2019,"1122,2"
17/01/2019,"1129,7"
18/01/2019,"1146,57"
22/01/2019,"1126,34"
23/01/2019,1131
24/01/2019,"1141,51"
25/01/2019,"1158,04"
28/01/2019,"1141,83"
29/01/2019,"1130,3"
30/01/2019,"1164,51"
31/01/2019,"1163,16"
01/02/2019,"1170,2"
04/02/2019,"1188,93"
05/02/2019,"1199,45"
06/02/2019,"1202,35"
07/02/2019,"1185,04"
08/02/2019,"1190,85"
11/02/2019,"1190,9"
12/02/2019,"1207,13"
13/02/2019,"1208,81"
14/02/2019,"1210,29"
15/02/2019,"1219,86"
19/02/2019,"1220,06"
20/02/2019,"1220,55"
21/02/2019,"1221,16"
22/02/2019,"1236,87"
25/02/2019,"1242,99"
26/02/2019,"1245,45"
27/02/2019,"1244,17"
28/02/2019,"1240,23"
01/03/2019,"1249,02"
04/03/2019,"1244,15"
05/03/2019,"1240,55"
06/03/2019,"1233,76"
07/03/2019,"1222,4"
08/03/2019,"1222,09"
11/03/2019,"1248,58"
12/03/2019,"1255,07"
13/03/2019,"1263,67"
14/03/2019,"1266,24"
15/03/2019,"1281,64"
18/03/2019,"1286,87"
19/03/2019,"1289,45"
