Fecha,Materials
08/03/2023,"515,12"
09/03/2023,"502,05"
10/03/2023,"491,26"
13/03/2023,"485,89"
14/03/2023,"491,94"
15/03/2023,"475,82"
16/03/2023,"481,41"
17/03/2023,474
20/03/2023,"483,52"
21/03/2023,"489,45"
22/03/2023,"480,84"
23/03/2023,"480,17"
