Fecha,Real_Estate
12/10/2022,"213,16"
13/10/2022,"217,08"
14/10/2022,"211,45"
17/10/2022,"219,68"
18/10/2022,"222,47"
19/10/2022,"216,78"
20/10/2022,"215,89"
21/10/2022,"217,36"
24/10/2022,"217,17"
25/10/2022,"225,72"
26/10/2022,"225,38"
27/10/2022,"225,37"
28/10/2022,"230,77"
31/10/2022,"230,25"
01/11/2022,"229,76"
02/11/2022,"223,75"
03/11/2022,"223,78"
04/11/2022,"226,67"
07/11/2022,"226,51"
08/11/2022,"227,98"
09/11/2022,"225,5"
10/11/2022,"242,96"
11/11/2022,"242,7"
14/11/2022,"236,28"
15/11/2022,"239,2"
16/11/2022,"237,17"
17/11/2022,"235,22"
18/11/2022,"238,25"
21/11/2022,"239,96"
22/11/2022,"241,07"
23/11/2022,"241,43"
25/11/2022,"242,98"
28/11/2022,"236,18"
29/11/2022,"240,21"
30/11/2022,"245,82"
01/12/2022,"245,05"
02/12/2022,"244,03"
05/12/2022,"239,84"
06/12/2022,"237,95"
07/12/2022,"238,56"
08/12/2022,240
09/12/2022,"239,51"
12/12/2022,"241,66"
13/12/2022,"246,59"
14/12/2022,"244,09"
15/12/2022,"240,96"
16/12/2022,"233,82"
19/12/2022,"231,2"
20/12/2022,"230,58"
21/12/2022,"232,69"
22/12/2022,"231,75"
23/12/2022,"233,8"
27/12/2022,"233,47"
28/12/2022,"229,75"
29/12/2022,"234,71"
30/12/2022,"232,37"
03/01/2023,"233,09"
04/01/2023,"238,42"
05/01/2023,"231,52"
06/01/2023,"238,14"
09/01/2023,"238,01"
10/01/2023,"238,83"
11/01/2023,"247,43"
12/01/2023,"250,12"
13/01/2023,"248,6"
17/01/2023,"248,8"
18/01/2023,"244,92"
19/01/2023,"243,82"
20/01/2023,"246,74"
23/01/2023,"247,33"
24/01/2023,"248,33"
25/01/2023,"248,6"
26/01/2023,"251,33"
27/01/2023,"253,7"
30/01/2023,"250,56"
31/01/2023,"255,26"
01/02/2023,"257,12"
02/02/2023,"262,86"
03/02/2023,"257,51"
06/02/2023,"255,77"
07/02/2023,"254,98"
08/02/2023,"254,23"
09/02/2023,"251,66"
10/02/2023,"252,33"
13/02/2023,"254,39"
14/02/2023,"251,75"
15/02/2023,"252,4"
16/02/2023,"250,05"
17/02/2023,"248,92"
21/02/2023,"244,05"
22/02/2023,"241,57"
23/02/2023,"243,94"
24/02/2023,"239,51"
27/02/2023,"239,86"
28/02/2023,"239,77"
01/03/2023,"236,2"
02/03/2023,"239,08"
03/03/2023,"243,23"
06/03/2023,"242,25"
07/03/2023,"236,18"
08/03/2023,"239,3"
09/03/2023,"233,81"
10/03/2023,"226,2"
13/03/2023,"229,83"
14/03/2023,"231,76"
15/03/2023,"231,77"
16/03/2023,"231,63"
17/03/2023,"226,38"
20/03/2023,"228,79"
21/03/2023,"227,29"
22/03/2023,"219,01"
23/03/2023,"217,66"
