Fecha,Industrials
14/10/2022,"716,63"
17/10/2022,"732,72"
18/10/2022,"750,01"
19/10/2022,"744,84"
20/10/2022,"730,61"
21/10/2022,"749,96"
24/10/2022,"760,09"
25/10/2022,"770,33"
26/10/2022,"772,98"
27/10/2022,"781,82"
28/10/2022,"800,42"
31/10/2022,"797,71"
01/11/2022,"797,24"
02/11/2022,"783,19"
03/11/2022,"791,34"
04/11/2022,"803,92"
07/11/2022,"812,48"
08/11/2022,"819,46"
09/11/2022,"807,6"
10/11/2022,"841,77"
11/11/2022,"840,9"
14/11/2022,"835,18"
15/11/2022,"841,64"
16/11/2022,"835,1"
17/11/2022,"833,02"
18/11/2022,"838,94"
21/11/2022,"842,06"
22/11/2022,"848,4"
23/11/2022,"851,7"
25/11/2022,"854,86"
28/11/2022,"839,42"
29/11/2022,"844,62"
30/11/2022,"858,06"
01/12/2022,"858,03"
02/12/2022,"863,37"
05/12/2022,"848,65"
06/12/2022,"838,91"
07/12/2022,"837,76"
08/12/2022,"842,55"
09/12/2022,"835,7"
12/12/2022,"849,99"
13/12/2022,"853,02"
14/12/2022,"851,42"
15/12/2022,"830,55"
16/12/2022,"826,54"
19/12/2022,"822,28"
20/12/2022,"823,45"
21/12/2022,"838,65"
22/12/2022,"828,14"
23/12/2022,"832,86"
27/12/2022,"835,58"
28/12/2022,"824,6"
29/12/2022,"834,7"
30/12/2022,"831,4"
03/01/2023,"833,12"
04/01/2023,"840,73"
05/01/2023,"831,6"
06/01/2023,854
09/01/2023,"850,41"
10/01/2023,855
11/01/2023,"863,19"
12/01/2023,"868,1"
13/01/2023,"867,03"
17/01/2023,"859,73"
18/01/2023,"843,87"
19/01/2023,"826,29"
20/01/2023,"837,89"
23/01/2023,"847,05"
24/01/2023,"852,53"
25/01/2023,"848,01"
26/01/2023,"852,73"
27/01/2023,"855,73"
30/01/2023,"847,44"
31/01/2023,"861,96"
01/02/2023,"868,1"
02/02/2023,"874,82"
03/02/2023,"870,28"
06/02/2023,"868,47"
07/02/2023,"870,62"
08/02/2023,"865,51"
09/02/2023,"857,89"
10/02/2023,"864,22"
13/02/2023,"871,83"
14/02/2023,"869,36"
15/02/2023,"874,82"
16/02/2023,"865,28"
17/02/2023,"870,74"
21/02/2023,"850,77"
22/02/2023,"848,54"
23/02/2023,"851,92"
24/02/2023,"846,99"
27/02/2023,"854,04"
28/02/2023,"851,88"
01/03/2023,"855,08"
02/03/2023,"865,34"
03/03/2023,"874,52"
06/03/2023,"872,77"
07/03/2023,"861,7"
08/03/2023,"863,67"
09/03/2023,851
10/03/2023,"835,48"
13/03/2023,"830,38"
14/03/2023,"839,14"
15/03/2023,"818,08"
16/03/2023,"828,48"
17/03/2023,815
20/03/2023,"826,06"
21/03/2023,"835,38"
22/03/2023,"819,46"
23/03/2023,"817,61"
