Fecha,Utilities
19/01/2023,"349,93"
20/01/2023,"351,99"
23/01/2023,"352,14"
24/01/2023,"353,85"
25/01/2023,"349,03"
26/01/2023,"350,38"
27/01/2023,"350,27"
30/01/2023,"348,68"
31/01/2023,"351,17"
01/02/2023,"351,81"
02/02/2023,"352,35"
03/02/2023,"345,05"
06/02/2023,"348,04"
07/02/2023,"347,76"
08/02/2023,"341,81"
09/02/2023,"336,99"
10/02/2023,"343,74"
13/02/2023,"345,75"
14/02/2023,"344,09"
15/02/2023,"346,29"
16/02/2023,"343,42"
17/02/2023,"346,85"
21/02/2023,"340,31"
22/02/2023,"338,88"
23/02/2023,"337,24"
24/02/2023,"337,17"
27/02/2023,"334,59"
28/02/2023,"328,82"
01/03/2023,"323,16"
02/03/2023,"329,05"
03/03/2023,"334,84"
06/03/2023,"336,28"
07/03/2023,"330,71"
08/03/2023,"333,28"
09/03/2023,"330,48"
10/03/2023,"325,2"
13/03/2023,"330,22"
14/03/2023,"334,46"
15/03/2023,"338,93"
16/03/2023,"341,2"
17/03/2023,"337,87"
20/03/2023,"340,62"
21/03/2023,"333,62"
22/03/2023,"327,02"
23/03/2023,"323,73"
