Fecha,Financials
22/08/2022,"567,36"
23/08/2022,"565,22"
24/08/2022,"568,16"
25/08/2022,"576,78"
26/08/2022,"559,28"
29/08/2022,"555,03"
30/08/2022,"552,68"
31/08/2022,"547,82"
01/09/2022,"549,81"
02/09/2022,"545,25"
06/09/2022,"543,68"
07/09/2022,"554,68"
08/09/2022,"564,34"
09/09/2022,"569,13"
12/09/2022,"574,07"
13/09/2022,"552,45"
14/09/2022,"551,08"
15/09/2022,"552,81"
16/09/2022,"547,46"
19/09/2022,"553,57"
20/09/2022,"545,52"
21/09/2022,"534,02"
22/09/2022,"525,13"
23/09/2022,"516,93"
26/09/2022,"508,21"
27/09/2022,"506,7"
28/09/2022,"516,36"
29/09/2022,"509,98"
30/09/2022,"504,39"
03/10/2022,"518,7"
04/10/2022,"538,36"
05/10/2022,"533,71"
06/10/2022,"525,95"
07/10/2022,"513,66"
10/10/2022,"511,19"
11/10/2022,"504,56"
12/10/2022,"503,18"
13/10/2022,"524,01"
14/10/2022,"514,7"
17/10/2022,"527,96"
18/10/2022,"536,64"
19/10/2022,"528,08"
20/10/2022,"519,73"
21/10/2022,"534,91"
24/10/2022,"542,12"
25/10/2022,"548,53"
26/10/2022,"550,14"
27/10/2022,"554,25"
28/10/2022,"568,03"
31/10/2022,"563,91"
01/11/2022,"566,21"
02/11/2022,"558,94"
03/11/2022,"552,97"
04/11/2022,"563,29"
07/11/2022,"568,37"
08/11/2022,"571,7"
09/11/2022,562
10/11/2022,"590,86"
11/11/2022,"595,51"
14/11/2022,"586,34"
15/11/2022,"588,01"
16/11/2022,"585,36"
17/11/2022,"582,22"
18/11/2022,"586,71"
21/11/2022,"588,69"
22/11/2022,"594,73"
23/11/2022,"596,95"
25/11/2022,"599,37"
28/11/2022,"588,73"
29/11/2022,"592,65"
30/11/2022,"602,43"
01/12/2022,"598,13"
02/12/2022,"595,56"
05/12/2022,"580,68"
06/12/2022,"575,7"
07/12/2022,"573,1"
08/12/2022,"573,96"
09/12/2022,"572,33"
12/12/2022,"579,55"
13/12/2022,"581,26"
14/12/2022,"573,74"
15/12/2022,"562,23"
16/12/2022,"558,05"
19/12/2022,"556,76"
20/12/2022,"558,46"
21/12/2022,"567,97"
22/12/2022,"562,43"
23/12/2022,"565,89"
27/12/2022,"565,7"
28/12/2022,"563,33"
29/12/2022,"571,41"
30/12/2022,"569,74"
03/01/2023,"571,88"
04/01/2023,"580,95"
05/01/2023,"575,62"
06/01/2023,"588,73"
09/01/2023,"586,18"
10/01/2023,"589,99"
11/01/2023,"595,06"
12/01/2023,"596,43"
13/01/2023,"600,66"
17/01/2023,"596,59"
18/01/2023,"585,64"
19/01/2023,"578,61"
20/01/2023,"588,16"
23/01/2023,"594,75"
24/01/2023,"595,37"
25/01/2023,"599,75"
26/01/2023,"602,72"
27/01/2023,"603,02"
30/01/2023,"599,89"
31/01/2023,"607,9"
01/02/2023,"608,01"
02/02/2023,"609,12"
03/02/2023,"608,5"
06/02/2023,"607,64"
07/02/2023,"614,71"
08/02/2023,"611,26"
09/02/2023,"603,75"
10/02/2023,"606,18"
13/02/2023,"612,87"
14/02/2023,"609,58"
15/02/2023,"610,53"
16/02/2023,604
17/02/2023,"604,28"
21/02/2023,"592,12"
22/02/2023,"590,93"
23/02/2023,"591,76"
24/02/2023,"592,38"
27/02/2023,"592,03"
28/02/2023,"593,02"
01/03/2023,"590,77"
02/03/2023,"587,65"
03/03/2023,"597,05"
06/03/2023,"597,36"
07/03/2023,"582,2"
08/03/2023,"579,84"
09/03/2023,"556,04"
10/03/2023,"546,28"
13/03/2023,"525,63"
14/03/2023,"535,56"
15/03/2023,"520,33"
16/03/2023,"530,45"
17/03/2023,"513,02"
20/03/2023,"519,15"
21/03/2023,"532,33"
22/03/2023,"519,7"
23/03/2023,"516,28"
